payment_id,expected_settlement_id,expected_status,scenario_type,expected_net,notes
PAY_5317,SET_9315,MATCH,FEE,47114.52,Net matched with fee 717.48 (1.500%)
PAY_5318,SET_9316,MATCH,EXACT,28704.00,Clean 1:1 match
PAY_5319,SET_9317,MATCH,EXACT,41980.00,Clean 1:1 match
PAY_5320,SET_9318,MATCH,FORMATTING,9557.00,Matched via format normalization (dash)
PAY_5321,SET_9319,MATCH,EXACT,4606.00,Clean 1:1 match
PAY_5322,SET_9320,MATCH,FORMATTING,37374.00,Matched via format normalization (spaces)
PAY_5323,SET_9321,AMBIGUOUS_REVIEW,PARTIAL,19664.00,Partial settlement (80.0% of gross)
PAY_5324,SET_9322,MATCH,EXACT,24248.00,Clean 1:1 match
PAY_5325,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5326,SET_9323,MATCH,EXACT,34130.00,Clean 1:1 match
PAY_5327,SET_9324,MATCH,FORMATTING,17258.00,Matched via format normalization (slash)
PAY_5328,SET_9325,AMBIGUOUS_REVIEW,PARTIAL,15132.00,Partial settlement (80.0% of gross)
PAY_5329,SET_9326,AMBIGUOUS_REVIEW,ADVERSARIAL,9095.00,Conflicting duplicate candidate requires investigation / human review
PAY_5330,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5331,SET_9328,MATCH,FEE,44216.65,Net matched with fee 673.35 (1.500%)
PAY_5332,SET_9329,AMBIGUOUS_REVIEW,PARTIAL,19522.80,Partial settlement (85.00% of gross)
PAY_5333,SET_9330,AMBIGUOUS_REVIEW,PARTIAL,8943.70,Partial settlement (85.00% of gross)
PAY_5334,SET_9331,MATCH,EXACT,14895.00,Clean 1:1 match
PAY_5335,SET_9332,MATCH,EXACT,32576.00,Clean 1:1 match
PAY_5336,SET_9333,MATCH,FEE,35697.66,Net matched with fee 654.34 (1.800%)
PAY_5337,SET_9334,MATCH,EXACT,20469.00,Clean 1:1 match
PAY_5338,SET_9335,MATCH,FORMATTING,27032.00,Matched via format normalization (slash)
PAY_5339,SET_9336,MATCH,FORMATTING,42296.00,Matched via format normalization (spaces)
PAY_5340,SET_9337,AMBIGUOUS_REVIEW,PARTIAL,27284.00,Partial settlement (80.0% of gross)
PAY_5341,SET_9338,MATCH,EXACT,8656.00,Clean 1:1 match
PAY_5342,SET_9339,MATCH,EXACT,10228.00,Clean 1:1 match
PAY_5343,SET_9340,MATCH,EXACT,46686.00,Clean 1:1 match
PAY_5344,SET_9341,MATCH,FEE,16373.65,Net matched with fee 249.35 (1.500%)
PAY_5345,SET_9342,AMBIGUOUS_REVIEW,ADVERSARIAL,41161.00,Conflicting duplicate candidate requires investigation / human review
PAY_5346,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5347,SET_9344,AMBIGUOUS_REVIEW,PARTIAL,30359.00,Partial settlement (70.0% of gross)
PAY_5348,SET_9345,MATCH,EXACT,5523.00,Clean 1:1 match
PAY_5349,SET_9346,MATCH,EXACT,37695.00,Clean 1:1 match
PAY_5350,SET_9347,MATCH,EXACT,35954.00,Clean 1:1 match
PAY_5351,SET_9348,MATCH,EXACT,45091.00,Clean 1:1 match
PAY_5352,SET_9349,MATCH,FORMATTING,45328.00,Matched via format normalization (spaces)
PAY_5353,SET_9350,MATCH,FORMATTING,31935.00,Matched via format normalization (lower)
PAY_5354,SET_9351,MATCH,EXACT,9615.00,Clean 1:1 match
PAY_5355,SET_9352,MATCH,DELAY,8769.00,Settlement delay T+2 days (valid by policy)
PAY_5356,SET_9353,AMBIGUOUS_REVIEW,PARTIAL,13635.70,Partial settlement (85.00% of gross)
PAY_5357,SET_9354,MATCH,FORMATTING,16447.00,Matched via format normalization (dash)
PAY_5358,SET_9355,MATCH,FEE,24918.25,Net matched with fee 456.75 (1.800%)
PAY_5359,SET_9356,MATCH,FORMATTING,10666.00,Matched via format normalization (raw_num)
PAY_5360,SET_9357,MATCH,FEE,20280.12,Net matched with fee 413.88 (2.00%)
PAY_5361,SET_9358,MATCH,EXACT,33933.00,Clean 1:1 match
PAY_5362,SET_9359,MATCH,FEE,1687.08,Net matched with fee 30.92 (1.800%)
PAY_5363,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5364,SET_9360,MATCH,EXACT,23327.00,Clean 1:1 match
PAY_5365,SET_9361,AMBIGUOUS_REVIEW,ADVERSARIAL,39358.00,Conflicting duplicate candidate requires investigation / human review
PAY_5366,SET_9363,AMBIGUOUS_REVIEW,PARTIAL,31834.80,Partial settlement (90.0% of gross)
PAY_5367,SET_9364,MATCH,EXACT,17532.00,Clean 1:1 match
PAY_5368,SET_9365,MATCH,FORMATTING,3165.00,Matched via format normalization (raw_num)
PAY_5369,SET_9366,MATCH,FEE,12761.66,Net matched with fee 194.34 (1.500%)
PAY_5370,SET_9367,MATCH,FORMATTING,25519.00,Matched via format normalization (raw_num)
PAY_5371,SET_9368,MATCH,FORMATTING,41044.00,Matched via format normalization (slash)
PAY_5372,SET_9369,MATCH,FEE,25623.79,Net matched with fee 390.21 (1.500%)
PAY_5373,SET_9370,MATCH,DELAY,23676.80,Settlement delay T+2 days (valid by policy)
PAY_5374,SET_9371,MATCH,DELAY,33565.00,Settlement delay T+2 days (valid by policy)
PAY_5375,SET_9372,MATCH,DELAY,9180.00,Settlement delay T+3 days (valid by policy)
PAY_5376,SET_9373,MATCH,FEE,29546.02,Net matched with fee 602.98 (2.00%)
PAY_5377,SET_9374,MATCH,EXACT,40378.00,Clean 1:1 match
PAY_5378,SET_9375,MATCH,EXACT,48652.00,Clean 1:1 match
PAY_5379,SET_9376,MATCH,EXACT,33604.00,Clean 1:1 match
PAY_5380,SET_9377,MATCH,FORMATTING,1290.00,Matched via format normalization (dash)
PAY_5381,SET_9378,MATCH,EXACT,38453.00,Clean 1:1 match
PAY_5382,SET_9379,AMBIGUOUS_REVIEW,ADVERSARIAL,43164.00,Conflicting duplicate candidate requires investigation / human review
PAY_5383,SET_9381,MATCH,EXACT,3565.00,Clean 1:1 match
PAY_5384,SET_9382,MATCH,EXACT,41423.00,Clean 1:1 match
PAY_5385,SET_9383,MATCH,EXACT,16072.00,Clean 1:1 match
PAY_5386,SET_9384,MATCH,DELAY,29103.00,Settlement delay T+2 days (valid by policy)
PAY_5387,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5388,SET_9385,MATCH,FEE,39548.09,Net matched with fee 724.91 (1.800%)
PAY_5389,SET_9386,MATCH,DELAY,46913.58,Settlement delay T+2 days (valid by policy)
PAY_5390,SET_9387,AMBIGUOUS_REVIEW,ADVERSARIAL,21502.00,Conflicting duplicate candidate requires investigation / human review
PAY_5391,SET_9389,MATCH,EXACT,24895.00,Clean 1:1 match
PAY_5392,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5393,SET_9390,MATCH,FORMATTING,47446.00,Matched via format normalization (raw_num)
PAY_5394,SET_9391,AMBIGUOUS_REVIEW,PARTIAL,10880.00,Partial settlement (85.00% of gross)
PAY_5395,SET_9392,AMBIGUOUS_REVIEW,ADVERSARIAL,19704.00,Conflicting duplicate candidate requires investigation / human review
PAY_5396,SET_9394,AMBIGUOUS_REVIEW,PARTIAL,11716.40,Partial settlement (85.00% of gross)
PAY_5397,SET_9395,MATCH,FORMATTING,23059.00,Matched via format normalization (lower)
PAY_5398,SET_9396,MATCH,EXACT,37783.00,Clean 1:1 match
PAY_5399,SET_9397,AMBIGUOUS_REVIEW,PARTIAL,8329.15,Partial settlement (85.00% of gross)
PAY_5400,SET_9398,MATCH,FEE,5282.18,Net matched with fee 96.82 (1.800%)
PAY_5401,SET_9399,MATCH,EXACT,17006.00,Clean 1:1 match
PAY_5402,SET_9400,MATCH,FEE,34963.56,Net matched with fee 532.44 (1.500%)
PAY_5403,SET_9401,MATCH,FEE,7210.84,Net matched with fee 147.16 (2.00%)
PAY_5404,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5405,SET_9402,MATCH,EXACT,15459.00,Clean 1:1 match
PAY_5406,SET_9403,MATCH,FEE,46362.18,Net matched with fee 849.82 (1.800%)
PAY_5407,SET_9404,MATCH,EXACT,9209.00,Clean 1:1 match
PAY_5408,SET_9405,MATCH,EXACT,31375.00,Clean 1:1 match
PAY_5409,SET_9406,MATCH,EXACT,18904.00,Clean 1:1 match
PAY_5410,SET_9407,MATCH,EXACT,37826.00,Clean 1:1 match
PAY_5411,SET_9408,MATCH,EXACT,11720.00,Clean 1:1 match
PAY_5412,SET_9409,MATCH,FEE,12223.85,Net matched with fee 186.15 (1.500%)
PAY_5413,SET_9410,MATCH,FORMATTING,807.00,Matched via format normalization (lower)
PAY_5414,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5415,SET_9411,AMBIGUOUS_REVIEW,PARTIAL,26595.20,Partial settlement (80.0% of gross)
PAY_5416,SET_9412,MATCH,EXACT,21871.00,Clean 1:1 match
PAY_5417,SET_9413,AMBIGUOUS_REVIEW,ADVERSARIAL,12402.00,Conflicting duplicate candidate requires investigation / human review
PAY_5418,SET_9415,AMBIGUOUS_REVIEW,PARTIAL,29928.00,Partial settlement (80.0% of gross)
PAY_5419,SET_9416,MATCH,EXACT,42059.00,Clean 1:1 match
PAY_5420,SET_9417,MATCH,DELAY,21691.00,Settlement delay T+2 days (valid by policy)
PAY_5421,SET_9418,MATCH,EXACT,9415.00,Clean 1:1 match
PAY_5422,SET_9419,MATCH,FEE,16944.20,Net matched with fee 345.80 (2.00%)
PAY_5423,SET_9420,MATCH,EXACT,49598.00,Clean 1:1 match
PAY_5424,SET_9421,MATCH,EXACT,47574.00,Clean 1:1 match
PAY_5425,SET_9422,MATCH,DELAY,23287.74,Settlement delay T+2 days (valid by policy)
PAY_5426,SET_9423,MATCH,EXACT,7947.00,Clean 1:1 match
PAY_5427,SET_9424,MATCH,FEE,44484.57,Net matched with fee 677.43 (1.500%)
PAY_5428,SET_9425,MATCH,EXACT,7894.00,Clean 1:1 match
PAY_5429,SET_9426,MATCH,FEE,14379.54,Net matched with fee 293.46 (2.00%)
PAY_5430,SET_9427,MATCH,FEE,10085.41,Net matched with fee 153.59 (1.500%)
PAY_5431,SET_9428,AMBIGUOUS_REVIEW,PARTIAL,36961.60,Partial settlement (80.0% of gross)
PAY_5432,SET_9429,MATCH,EXACT,16417.00,Clean 1:1 match
PAY_5433,SET_9430,MATCH,FEE,45488.20,Net matched with fee 833.80 (1.800%)
PAY_5434,SET_9431,MATCH,EXACT,7553.00,Clean 1:1 match
PAY_5435,SET_9432,MATCH,EXACT,21703.00,Clean 1:1 match
PAY_5436,SET_9433,MATCH,EXACT,13661.00,Clean 1:1 match
PAY_5437,SET_9434,MATCH,FORMATTING,29395.00,Matched via format normalization (spaces)
PAY_5438,SET_9435,MATCH,FORMATTING,33836.00,Matched via format normalization (raw_num)
PAY_5439,SET_9436,MATCH,DELAY,36821.00,Settlement delay T+2 days (valid by policy)
PAY_5440,SET_9437,MATCH,EXACT,16876.00,Clean 1:1 match
PAY_5441,SET_9438,AMBIGUOUS_REVIEW,PARTIAL,4238.10,Partial settlement (85.00% of gross)
PAY_5442,SET_9439,MATCH,EXACT,4378.00,Clean 1:1 match
PAY_5443,SET_9440,MATCH,FEE,2237.98,Net matched with fee 41.02 (1.800%)
PAY_5444,SET_9441,MATCH,EXACT,9075.00,Clean 1:1 match
PAY_5445,SET_9442,AMBIGUOUS_REVIEW,PARTIAL,26635.50,Partial settlement (90.0% of gross)
PAY_5446,SET_9443,MATCH,EXACT,44943.00,Clean 1:1 match
PAY_5447,SET_9444,MATCH,EXACT,11896.00,Clean 1:1 match
PAY_5448,SET_9445,MATCH,EXACT,14794.00,Clean 1:1 match
PAY_5449,SET_9446,AMBIGUOUS_REVIEW,ADVERSARIAL,30543.00,Conflicting duplicate candidate requires investigation / human review
PAY_5450,SET_9448,AMBIGUOUS_REVIEW,ADVERSARIAL,25056.00,Conflicting duplicate candidate requires investigation / human review
PAY_5451,SET_9450,MATCH,EXACT,30387.00,Clean 1:1 match
PAY_5452,SET_9451,MATCH,DELAY,47715.00,Settlement delay T+2 days (valid by policy)
PAY_5453,SET_9452,MATCH,EXACT,27675.00,Clean 1:1 match
PAY_5454,SET_9453,MATCH,EXACT,4609.00,Clean 1:1 match
PAY_5455,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5456,SET_9454,MATCH,EXACT,48732.00,Clean 1:1 match
PAY_5457,SET_9455,AMBIGUOUS_REVIEW,ADVERSARIAL,35573.00,Conflicting duplicate candidate requires investigation / human review
PAY_5458,SET_9457,MATCH,DELAY,32558.54,Settlement delay T+3 days (valid by policy)
PAY_5459,SET_9458,MATCH,EXACT,39385.00,Clean 1:1 match
PAY_5460,SET_9459,AMBIGUOUS_REVIEW,PARTIAL,8629.20,Partial settlement (90.0% of gross)
PAY_5461,SET_9460,MATCH,DELAY,17867.36,Settlement delay T+3 days (valid by policy)
PAY_5462,SET_9461,MATCH,EXACT,32681.00,Clean 1:1 match
PAY_5463,SET_9462,AMBIGUOUS_REVIEW,PARTIAL,18979.20,Partial settlement (90.0% of gross)
PAY_5464,SET_9463,AMBIGUOUS_REVIEW,PARTIAL,17867.70,Partial settlement (90.0% of gross)
PAY_5465,SET_9464,MATCH,EXACT,14968.00,Clean 1:1 match
PAY_5466,SET_9465,MATCH,FEE,36388.99,Net matched with fee 667.01 (1.800%)
PAY_5467,SET_9466,MATCH,FORMATTING,34933.00,Matched via format normalization (slash)
PAY_5468,SET_9467,MATCH,EXACT,13525.00,Clean 1:1 match
PAY_5469,SET_9468,MATCH,FORMATTING,6259.00,Matched via format normalization (dash)
PAY_5470,SET_9469,AMBIGUOUS_REVIEW,ADVERSARIAL,24918.00,Conflicting duplicate candidate requires investigation / human review
PAY_5471,SET_9471,MATCH,DELAY,12280.38,Settlement delay T+3 days (valid by policy)
PAY_5472,SET_9472,MATCH,FEE,21624.62,Net matched with fee 396.38 (1.800%)
PAY_5473,SET_9473,MATCH,DELAY,12653.00,Settlement delay T+3 days (valid by policy)
PAY_5474,SET_9474,MATCH,EXACT,45788.00,Clean 1:1 match
PAY_5475,SET_9475,MATCH,FEE,35835.28,Net matched with fee 545.72 (1.500%)
PAY_5476,SET_9476,MATCH,EXACT,30756.00,Clean 1:1 match
PAY_5477,SET_9477,MATCH,FEE,23341.16,Net matched with fee 427.84 (1.800%)
PAY_5478,SET_9478,MATCH,FORMATTING,6662.00,Matched via format normalization (lower)
PAY_5479,SET_9479,MATCH,EXACT,24494.00,Clean 1:1 match
PAY_5480,SET_9480,MATCH,EXACT,14701.00,Clean 1:1 match
PAY_5481,SET_9481,MATCH,EXACT,36461.00,Clean 1:1 match
PAY_5482,SET_9482,MATCH,EXACT,13057.00,Clean 1:1 match
PAY_5483,SET_9483,MATCH,EXACT,16304.00,Clean 1:1 match
PAY_5484,SET_9484,MATCH,FORMATTING,32222.00,Matched via format normalization (spaces)
PAY_5485,SET_9485,MATCH,FEE,47498.67,Net matched with fee 723.33 (1.500%)
PAY_5486,SET_9486,MATCH,EXACT,9372.00,Clean 1:1 match
PAY_5487,SET_9487,MATCH,FEE,41500.30,Net matched with fee 760.70 (1.800%)
PAY_5488,,UNMATCHED,MISSING,,Unsettled transaction / Missing settlement record
PAY_5489,SET_9488,AMBIGUOUS_REVIEW,ADVERSARIAL,9210.00,Conflicting duplicate candidate requires investigation / human review
PAY_5490,SET_9490,MATCH,FEE,45707.19,Net matched with fee 837.81 (1.800%)
PAY_5491,SET_9491,MATCH,EXACT,33343.00,Clean 1:1 match
PAY_5492,SET_9492,MATCH,DELAY,41994.00,Settlement delay T+3 days (valid by policy)
PAY_5493,SET_9493,MATCH,EXACT,633.00,Clean 1:1 match
PAY_5494,SET_9494,MATCH,EXACT,34895.00,Clean 1:1 match
PAY_5495,SET_9495,MATCH,EXACT,33113.00,Clean 1:1 match
PAY_5496,SET_9496,MATCH,EXACT,6512.00,Clean 1:1 match
PAY_5497,SET_9497,MATCH,DELAY,40817.00,Settlement delay T+3 days (valid by policy)
PAY_5498,SET_9498,MATCH,EXACT,26211.00,Clean 1:1 match
PAY_5499,SET_9499,MATCH,EXACT,37227.00,Clean 1:1 match
PAY_5500,SET_9500,MATCH,FEE,5384.31,Net matched with fee 98.69 (1.800%)
